date,Conham,Hanham,Bristol (centre),Kingswood,Keynsham,Bristol Frome (Frenchay),Bradley Stoke,Portishead (tidal mouth),Nailsea,Pensford (Chew),Chew Magna,Blagdon (Chew head),Yate,Thornbury,Wotton-under-Edge,Bath,Marshfield (By Brook),Colerne,Corsham,Bradford-on-Avon,Radstock (Wellow Brook),Midsomer Norton (Somer),Frome (Somerset),Westbury,Trowbridge,Melksham,Chippenham,Calne (Marden),Devizes,Malmesbury (headwaters),Tetbury (source),catchment_max_mm_per_h,catchment_max_site,catchment_max_cape_j_per_kg,catchment_max_cape_site
2025-08-07,0.7,1.0,0.7,0.6,1.0,0.6,0.5,0.5,0.6,1.0,1.0,0.6,0.5,1.0,0.9,1.2,0.8,1.0,0.7,0.7,0.9,0.9,0.4,0.5,0.7,1.0,0.7,1.1,0.7,0.7,0.6,1.2,Bath,0.0,Conham
2025-08-08,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,Blagdon (Chew head),0.0,Conham
2025-08-09,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.2,0.1,0.1,0.2,0.1,0.0,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.2,Bristol Frome (Frenchay),0.0,Conham
2025-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Conham,0.0,Conham
2025-08-11,0.2,0.0,0.2,0.2,0.0,0.2,0.3,0.1,0.4,0.1,0.1,0.1,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5,Yate,0.0,Conham
2025-08-12,0.2,1.2,0.2,0.3,1.2,0.3,0.0,0.0,0.2,0.4,0.4,0.5,0.2,0.9,0.8,0.4,0.9,2.4,1.8,1.4,0.0,0.0,0.0,0.4,0.2,1.7,1.8,0.6,0.7,0.2,0.4,2.4,Colerne,0.0,Conham
2025-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,Nailsea,0.0,Conham
2025-08-14,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.2,Bath,0.0,Conham
2025-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Conham,0.0,Conham
2025-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Conham,0.0,Conham
2025-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Conham,0.0,Conham
2025-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Conham,0.0,Conham
2025-08-19,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.5,0.5,0.2,0.0,0.2,0.0,0.0,0.3,0.3,0.1,0.1,0.5,Radstock (Wellow Brook),0.0,Conham
2025-08-20,0.1,0.1,0.1,0.3,0.1,0.2,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,Kingswood,0.0,Conham
2025-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,Frome (Somerset),0.0,Conham
2025-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Conham,0.0,Conham
2025-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Conham,0.0,Conham
2025-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Conham,0.0,Conham
2025-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Conham,0.0,Conham
2025-08-26,4.3,7.1,4.3,7.7,7.1,1.2,1.6,1.9,0.7,8.2,8.2,0.7,6.1,1.2,7.1,3.9,8.4,3.7,0.9,1.7,5.5,5.5,5.9,9.8,6.4,4.1,0.9,4.4,4.2,5.9,8.2,9.8,Westbury,0.0,Conham
2025-08-27,4.5,3.1,4.5,7.1,3.1,8.3,5.0,8.3,2.2,1.3,1.3,1.8,4.0,4.2,4.5,4.6,2.9,4.5,4.1,2.3,3.7,3.7,1.4,1.9,3.3,2.6,4.1,2.3,2.7,4.2,1.0,8.3,Bristol Frome (Frenchay),0.0,Conham
2025-08-28,1.3,1.5,1.3,2.0,1.5,3.6,2.5,0.6,1.0,2.0,2.0,4.8,1.4,1.3,4.4,2.4,4.6,3.2,3.1,0.8,2.5,2.5,3.9,2.4,2.6,4.6,3.1,3.3,3.2,4.5,5.5,5.5,Tetbury (source),0.0,Conham
2025-08-29,4.3,5.3,4.3,4.5,5.3,3.3,3.0,2.1,2.9,4.6,4.6,5.6,3.6,4.0,3.8,5.5,4.8,5.2,3.5,4.3,4.9,4.9,4.7,3.8,3.4,3.4,3.5,2.4,4.2,3.7,3.8,5.6,Blagdon (Chew head),0.0,Conham
2025-08-30,2.4,0.9,2.4,2.2,0.9,1.4,3.3,1.2,1.4,1.6,1.6,1.3,1.7,2.0,1.5,2.4,1.3,1.2,1.9,2.9,2.4,2.4,0.9,1.5,1.3,2.1,1.9,1.0,1.6,1.4,1.6,3.3,Bradley Stoke,0.0,Conham
2025-08-31,2.0,2.0,2.0,0.8,2.0,0.7,1.5,1.3,2.8,0.3,0.3,0.3,0.7,0.9,0.9,1.5,4.1,0.7,2.7,0.8,0.2,0.2,0.3,1.2,0.3,1.5,2.7,0.3,0.5,0.4,0.2,4.1,Marshfield (By Brook),0.0,Conham
2025-09-01,0.9,0.9,0.9,4.9,0.9,4.4,0.4,2.8,0.4,0.3,0.3,0.9,1.0,0.4,0.2,1.0,0.4,0.8,2.5,1.4,1.3,1.3,1.1,1.4,0.8,1.6,2.5,2.7,3.4,0.2,0.2,4.9,Kingswood,0.0,Conham
2025-09-02,1.2,0.4,1.2,0.3,0.4,1.1,1.2,0.6,1.0,0.3,0.3,0.3,0.6,0.9,0.8,0.3,0.6,0.6,0.8,0.6,0.5,0.5,0.2,0.2,0.1,0.1,0.8,0.2,0.2,1.4,0.8,1.4,Malmesbury (headwaters),0.0,Conham
2025-09-03,3.2,5.9,3.2,3.9,5.9,2.8,5.1,3.2,3.0,3.3,3.3,5.0,3.0,4.2,3.0,2.7,7.0,4.8,4.9,4.6,3.7,3.7,5.4,4.4,4.0,5.8,4.9,5.6,5.1,5.2,3.7,7.0,Marshfield (By Brook),0.0,Conham
2025-09-04,2.7,1.0,2.7,1.0,1.0,2.0,4.0,1.9,2.5,0.5,0.5,0.9,2.9,7.1,3.1,0.2,2.2,3.2,2.0,1.4,1.8,1.8,0.4,1.8,1.0,2.3,2.0,0.6,1.7,4.8,3.6,7.1,Thornbury,0.0,Conham
2025-09-05,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.3,0.2,0.2,0.1,0.0,0.0,0.1,0.3,0.1,0.1,0.1,0.3,0.4,0.4,0.4,0.3,0.3,0.1,0.1,0.0,0.1,0.0,0.0,0.4,Radstock (Wellow Brook),0.0,Conham
2025-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Conham,0.0,Conham
2025-09-07,2.4,3.8,2.4,5.1,3.8,2.5,4.8,5.5,3.0,3.3,3.3,4.4,3.3,1.7,2.2,1.9,1.0,1.9,2.4,1.1,3.9,3.9,0.7,3.2,0.6,3.2,2.4,4.2,4.9,8.2,4.2,8.2,Malmesbury (headwaters),0.0,Conham
2025-09-08,0.8,0.7,0.8,0.3,0.7,0.5,0.2,0.3,1.9,0.9,0.9,3.3,0.3,0.2,0.2,1.0,0.9,0.3,0.3,0.4,0.6,0.6,0.5,0.1,0.3,0.3,0.3,0.1,0.1,0.6,0.2,3.3,Blagdon (Chew head),0.0,Conham
2025-09-09,0.9,0.2,0.9,0.4,0.2,0.2,0.6,0.4,1.0,0.4,0.4,1.3,0.6,0.5,0.4,0.9,0.1,0.1,0.1,0.5,1.0,1.0,5.1,0.7,1.4,0.9,0.1,0.3,0.3,0.1,0.2,5.1,Frome (Somerset),0.0,Conham
2025-09-10,1.7,1.6,1.7,1.2,1.6,1.5,1.0,3.7,1.4,2.0,2.0,1.0,4.7,1.2,3.6,2.2,0.8,2.9,2.0,1.3,1.4,1.4,1.5,2.4,2.2,1.5,2.0,1.9,1.7,2.4,3.5,4.7,Yate,0.0,Conham
2025-09-11,2.1,0.4,2.1,0.4,0.4,0.6,1.1,2.2,1.4,0.7,0.7,3.3,0.7,0.4,0.3,1.4,1.5,1.6,1.3,0.7,0.4,0.4,0.8,1.1,0.4,1.9,1.3,1.9,2.4,0.9,0.2,3.3,Blagdon (Chew head),0.0,Conham
2025-09-12,1.9,2.5,1.9,2.4,2.5,1.9,0.5,2.1,8.4,1.3,1.3,2.1,0.4,0.3,0.5,1.5,0.6,1.9,1.9,2.2,1.8,1.8,2.0,1.9,0.7,2.2,1.9,3.0,2.0,1.5,1.4,8.4,Nailsea,0.0,Conham
2025-09-13,0.6,1.0,0.6,2.8,1.0,5.8,0.8,1.7,1.2,1.1,1.1,2.7,2.6,1.9,0.7,0.8,0.8,1.0,3.4,2.2,2.6,2.6,2.4,1.3,1.2,2.1,3.4,1.6,1.3,1.1,2.0,5.8,Bristol Frome (Frenchay),0.0,Conham
2025-09-14,4.5,3.4,4.5,3.9,3.4,5.0,4.0,5.3,4.9,2.7,2.7,3.5,5.0,5.7,3.3,1.7,3.9,3.0,2.4,3.0,1.2,1.2,0.8,1.8,2.6,3.9,2.4,2.3,3.3,2.8,3.1,5.7,Thornbury,0.0,Conham
2025-09-15,0.8,1.1,0.8,1.2,1.1,1.4,0.7,1.2,3.6,2.3,2.3,0.8,0.6,0.5,0.2,0.6,0.6,0.5,0.5,1.0,1.0,1.0,0.5,0.6,0.6,1.6,0.5,2.6,1.9,0.3,0.3,3.6,Nailsea,0.0,Conham
2025-09-16,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.4,0.4,0.3,0.3,1.1,0.3,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.5,0.5,0.2,0.2,0.3,0.2,0.2,0.1,0.1,0.1,0.1,1.1,Blagdon (Chew head),0.0,Conham
2025-09-17,1.4,2.7,1.4,1.5,2.7,2.1,1.6,1.5,1.3,1.3,1.3,1.4,1.5,2.8,1.8,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.2,1.2,1.3,1.3,1.4,1.3,1.3,1.3,1.7,2.8,Thornbury,0.0,Conham
2025-09-18,0.5,0.4,0.5,0.7,0.4,0.5,0.5,0.5,0.5,0.6,0.6,0.5,0.7,0.4,0.4,0.4,0.4,0.3,0.2,0.3,0.4,0.4,0.6,0.4,0.6,0.4,0.2,0.3,0.3,0.3,0.3,0.7,Kingswood,0.0,Conham
2025-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Conham,0.0,Conham
2025-09-20,0.9,1.9,0.9,1.8,1.9,1.0,3.5,1.9,0.9,0.9,0.9,0.8,2.5,1.1,3.8,1.8,2.3,0.6,2.3,0.8,0.9,0.9,0.8,2.7,1.2,0.9,2.3,1.5,2.1,0.4,0.7,3.8,Wotton-under-Edge,0.0,Conham
2025-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Conham,0.0,Conham
2025-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Conham,0.0,Conham
2025-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Conham,0.0,Conham
2025-09-24,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.2,Frome (Somerset),0.0,Conham
2025-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Conham,0.0,Conham
2025-09-26,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,Hanham,0.0,Conham
2025-09-27,0.2,0.2,0.2,0.4,0.2,0.2,0.1,0.1,1.2,0.4,0.4,1.9,0.2,0.2,0.1,0.2,0.1,0.2,0.1,0.2,0.3,0.3,0.3,0.3,0.2,0.4,0.1,0.1,0.3,0.1,0.1,1.9,Blagdon (Chew head),0.0,Conham
2025-09-28,4.0,2.5,4.0,2.1,2.5,2.1,1.2,0.8,0.6,1.2,1.2,0.4,0.4,0.4,0.4,3.6,0.5,1.9,0.6,2.8,0.8,0.8,0.7,0.7,1.1,3.2,0.6,0.9,0.9,1.9,1.2,4.0,Conham,0.0,Conham
2025-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Conham,0.0,Conham
2025-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Conham,0.0,Conham
2025-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Conham,0.0,Conham
2025-10-02,0.9,0.7,0.9,0.8,0.7,1.2,0.9,1.1,1.1,0.8,0.8,0.9,1.0,1.1,1.4,3.1,0.6,0.5,0.3,2.0,1.4,1.4,0.4,1.7,3.2,0.8,0.3,0.2,0.2,1.2,1.0,3.2,Trowbridge,0.0,Conham
2025-10-03,3.7,4.5,3.7,3.7,4.5,3.2,2.6,2.9,3.5,5.3,5.3,3.9,4.8,2.2,2.4,4.8,3.7,4.0,3.1,3.5,4.5,4.5,2.3,1.7,2.8,2.2,3.1,2.2,1.5,3.1,2.3,5.3,Pensford (Chew),0.0,Conham
2025-10-04,1.4,1.1,1.4,0.8,1.1,0.5,0.5,0.4,1.5,1.1,1.1,1.5,0.6,0.5,0.6,1.7,1.1,1.6,2.2,2.4,2.4,2.4,3.4,3.3,3.3,3.1,2.2,3.2,3.6,1.0,0.8,3.6,Devizes,0.0,Conham
2025-10-05,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.2,0.0,0.0,0.1,0.2,Calne (Marden),0.0,Conham
2025-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,Blagdon (Chew head),0.0,Conham
2025-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,Thornbury,0.0,Conham
2025-10-08,0.2,0.2,0.2,0.3,0.2,0.2,0.7,0.1,0.2,0.2,0.2,0.2,0.5,0.5,0.3,0.2,0.3,0.1,0.4,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.4,0.8,0.4,0.5,0.3,0.8,Calne (Marden),0.0,Conham
2025-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Conham,0.0,Conham
2025-10-10,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,Conham,0.0,Conham
2025-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Conham,0.0,Conham
2025-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Conham,0.0,Conham
2025-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,Thornbury,0.0,Conham
2025-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,Bradford-on-Avon,0.0,Conham
2025-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Conham,0.0,Conham
2025-10-16,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,Kingswood,0.0,Conham
2025-10-17,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.2,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.2,Colerne,0.0,Conham
2025-10-18,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.4,0.5,0.6,0.6,0.6,0.5,0.5,0.6,0.7,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.5,0.7,0.5,0.6,0.5,0.5,0.6,0.5,0.7,Bath,0.0,Conham
2025-10-19,6.0,2.0,6.0,1.7,2.0,1.9,1.7,2.5,0.9,2.6,2.6,1.4,1.5,1.3,1.5,1.7,1.8,3.6,2.0,1.8,2.6,2.6,2.0,2.2,1.6,1.9,2.0,3.0,5.3,1.0,1.2,6.0,Conham,0.0,Conham
2025-10-20,1.6,4.4,1.6,1.7,4.4,1.2,1.3,3.7,5.2,2.1,2.1,1.6,2.4,2.9,1.0,1.9,1.0,1.4,0.6,0.5,0.6,0.6,1.0,2.4,0.5,2.7,0.6,0.4,0.6,0.9,2.0,5.2,Nailsea,0.0,Conham
2025-10-21,0.3,0.6,0.3,0.3,0.6,0.2,0.1,0.4,1.4,0.7,0.7,1.2,2.3,0.1,0.1,0.9,0.2,0.2,0.2,0.2,0.5,0.5,0.6,0.8,0.2,0.3,0.2,0.3,0.5,0.4,0.4,2.3,Yate,0.0,Conham
2025-10-22,2.0,2.0,2.0,1.7,2.0,1.9,1.7,2.0,2.1,2.1,2.1,1.9,1.5,1.8,1.8,2.2,1.6,1.9,2.1,2.2,2.3,2.3,2.6,2.6,2.5,2.3,2.1,2.2,2.4,1.6,1.8,2.6,Frome (Somerset),0.0,Conham
2025-10-23,1.1,1.1,1.1,1.4,1.1,2.0,1.4,1.0,2.6,0.9,0.9,1.4,1.6,1.7,1.9,0.9,1.9,1.7,2.3,1.4,1.6,1.6,2.0,1.5,1.0,2.0,2.3,2.4,2.2,2.4,2.2,2.6,Nailsea,0.0,Conham
2025-10-24,1.2,0.7,1.2,0.3,0.7,1.2,0.8,1.6,1.3,1.2,1.2,1.8,0.3,0.1,0.1,0.9,0.5,0.6,1.2,0.3,0.3,0.3,0.2,0.1,0.1,0.3,1.2,0.4,0.2,1.4,0.2,1.8,Blagdon (Chew head),0.0,Conham
2025-10-25,0.4,1.6,0.4,3.5,1.6,3.1,4.0,0.1,0.2,0.2,0.2,0.1,2.2,0.9,2.5,0.1,1.7,0.4,2.5,0.2,0.2,0.2,0.1,0.4,0.3,3.9,2.5,4.0,1.8,1.3,0.2,4.0,Bradley Stoke,0.0,Conham
2025-10-26,0.2,3.2,0.2,0.3,3.2,0.2,0.1,0.2,0.2,0.3,0.3,0.4,1.2,0.4,0.1,1.0,0.4,0.2,0.2,0.2,0.4,0.4,0.4,0.3,0.7,0.3,0.2,0.2,0.3,0.2,0.2,3.2,Hanham,0.0,Conham
2025-10-27,0.3,0.2,0.3,0.1,0.2,0.2,0.1,0.1,0.4,0.3,0.3,0.3,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.4,Nailsea,0.0,Conham
2025-10-28,0.5,0.3,0.5,0.4,0.3,0.6,0.3,0.3,0.7,0.5,0.5,0.7,0.2,0.2,0.3,0.4,0.4,0.3,0.2,0.3,0.5,0.5,0.3,0.3,0.3,0.2,0.2,0.3,0.2,0.2,0.1,0.7,Nailsea,0.0,Conham
2025-10-29,1.0,0.7,1.0,0.8,0.7,1.2,1.2,1.2,1.4,0.8,0.8,1.2,1.0,1.2,0.9,0.7,0.5,0.6,0.6,0.7,0.7,0.7,0.5,0.5,0.6,0.7,0.6,0.6,0.6,0.4,0.5,1.4,Nailsea,0.0,Conham
2025-10-30,0.3,0.2,0.3,0.2,0.2,0.3,0.4,0.4,0.6,0.4,0.4,0.6,0.1,0.1,0.1,0.2,0.9,0.5,1.3,0.2,0.2,0.2,0.3,0.2,0.2,0.3,1.3,0.2,0.2,0.1,0.2,1.3,Corsham,0.0,Conham
2025-10-31,2.8,3.4,2.8,2.6,3.4,2.2,2.1,4.0,2.1,2.4,2.4,2.2,2.8,2.9,4.2,3.2,2.6,3.1,1.9,2.3,3.0,3.0,2.6,2.1,2.6,2.2,1.9,1.8,1.7,2.0,3.6,4.2,Wotton-under-Edge,0.0,Conham
2025-11-01,2.9,2.2,2.9,1.3,2.2,2.0,1.6,2.4,1.8,2.7,2.7,3.3,1.3,1.9,1.0,2.9,1.0,1.5,1.8,1.6,2.4,2.4,3.2,3.6,1.8,2.2,1.8,2.4,3.3,1.1,2.0,3.6,Westbury,0.0,Conham
2025-11-02,1.5,0.9,1.5,0.6,0.9,1.6,2.3,0.9,3.2,1.1,1.1,1.9,1.0,0.8,2.7,1.7,2.4,1.2,0.7,1.9,1.2,1.2,1.4,2.1,1.1,0.7,0.7,0.9,1.3,1.0,3.3,3.3,Tetbury (source),0.0,Conham
2025-11-03,0.3,0.1,0.3,1.3,0.1,0.3,0.6,0.3,0.3,0.6,0.6,0.6,1.0,0.8,0.2,0.1,1.1,0.8,0.7,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.7,0.2,0.3,0.1,0.1,1.3,Kingswood,0.0,Conham
2025-11-04,0.8,0.3,0.8,0.4,0.3,2.8,0.6,1.7,2.2,0.4,0.4,2.2,0.6,0.3,0.3,0.3,2.7,0.3,0.2,0.3,0.4,0.4,0.3,0.2,0.3,0.5,0.2,0.1,0.1,0.4,0.7,2.8,Bristol Frome (Frenchay),0.0,Conham
2025-11-05,0.4,0.3,0.4,2.3,0.3,1.0,0.2,0.4,0.8,0.3,0.3,1.8,0.5,1.0,0.2,0.2,0.7,0.2,0.3,0.3,0.2,0.2,0.3,0.4,0.3,0.5,0.3,0.3,0.3,0.2,0.8,2.3,Kingswood,0.0,Conham
