site_id,site_name,receiving_watercourse,in_conham_filter,outfall_lat,outfall_lon,distance_miles,upstream,event_start,event_end,duration_hours
WXW00421,PUCKLECHURCH FELTHAM ROAD,TRIBUTARY OF FELTHAM BROOK,False,51.48620132,-2.429108781,5.372,True,2025-11-13T22:40:00+00:00,2025-11-13T22:42:00+00:00,0.03
WXW00469,BRISTOL GLOUCESTER ROAD/CAMBRIDGE ROAD,BRISTOL AVON VIA SWS ESTUARINE,False,51.47989534,-2.589223531,3.369,False,2025-11-13T22:40:00+00:00,2025-11-13T22:46:00+00:00,0.1
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-11-13T22:40:57+00:00,2025-11-13T22:42:50+00:00,0.03
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-11-13T22:41:56+00:00,2025-11-13T22:43:59+00:00,0.03
WXW00421,PUCKLECHURCH FELTHAM ROAD,TRIBUTARY OF FELTHAM BROOK,False,51.48620132,-2.429108781,5.372,True,2025-11-13T22:44:00+00:00,2025-11-13T22:52:00+00:00,0.13
WXW01157,BRISTOL TRYM ROAD O/S NO 41,RIVER TRYM,False,51.49421322,-2.61491902,4.849,False,2025-11-13T22:45:00+00:00,2025-11-13T23:10:00+00:00,0.42
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-11-13T22:45:17+00:00,2025-11-13T22:47:13+00:00,0.03
WXW00282,WINGFIELD CHURCH LANE,TRIB OF LAM BROOK STREAM,False,51.30999901,-2.252100711,15.346,True,2025-11-13T22:46:00+00:00,2025-11-13T22:50:00+00:00,0.07
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-11-13T22:48:08+00:00,2025-11-13T22:50:00+00:00,0.03
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-11-13T22:48:55+00:00,2025-11-13T22:50:28+00:00,0.03
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-11-13T22:51:53+00:00,2025-11-13T22:54:01+00:00,0.04
WXW00225,CAM VALLEY DUNKERTON INLET,CAM BROOK(S),False,51.32846272,-2.43008923,9.223,True,2025-11-13T22:52:00+00:00,2025-11-13T22:55:00+00:00,0.05
WXW00525,BRISTOL HENLEAZE ROAD JUNCTION WITH HENLEAZE PARK DRIVE,TRIB OF THE RIVER TRYM VIA SWS,False,51.48773377,-2.609056345,4.358,False,2025-11-13T22:52:00+00:00,2025-11-13T22:58:00+00:00,0.1
WXW00282,WINGFIELD CHURCH LANE,TRIB OF LAM BROOK STREAM,False,51.30999901,-2.252100711,15.346,True,2025-11-13T22:54:00+00:00,2025-11-13T22:58:00+00:00,0.07
WXW00421,PUCKLECHURCH FELTHAM ROAD,TRIBUTARY OF FELTHAM BROOK,False,51.48620132,-2.429108781,5.372,True,2025-11-13T22:54:00+00:00,2025-11-13T23:02:00+00:00,0.13
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-11-13T22:55:21+00:00,2025-11-13T22:58:11+00:00,0.05
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-11-13T22:55:58+00:00,2025-11-13T22:57:48+00:00,0.03
WXW00160,BOWERHILL SHAILS LANE STORM TANK,BERRYFIELD STREAM(S),False,51.35973275,-2.139441862,18.029,True,2025-11-13T23:00:00+00:00,2025-11-14T04:18:00+00:00,5.3
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-11-13T23:00:00+00:00,2025-11-13T23:03:09+00:00,0.05
WXW00015,BRISTOL CRANBROOK ROAD O/S NO 2,RIVER AVON VIA SWS (ESTUARINE),False,51.47049867,-2.594616656,3.125,False,2025-11-13T23:00:00+00:00,2025-11-13T23:02:00+00:00,0.03
WXW01067,FILTON STOKE BROOK,STOKE BROOK(S),False,51.5189162,-2.564303125,5.272,False,2025-11-13T23:01:15+00:00,2025-11-13T23:03:37+00:00,0.04
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-11-13T23:04:26+00:00,2025-11-13T23:06:16+00:00,0.03
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-11-13T23:04:43+00:00,2025-11-13T23:06:19+00:00,0.03
WXW00421,PUCKLECHURCH FELTHAM ROAD,TRIBUTARY OF FELTHAM BROOK,False,51.48620132,-2.429108781,5.372,True,2025-11-13T23:06:00+00:00,2025-11-13T23:12:00+00:00,0.1
WXW00225,CAM VALLEY DUNKERTON INLET,CAM BROOK(S),False,51.32846272,-2.43008923,9.223,True,2025-11-13T23:08:00+00:00,2025-11-13T23:10:00+00:00,0.03
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-11-13T23:08:07+00:00,2025-11-13T23:09:24+00:00,0.02
WXW01067,FILTON STOKE BROOK,STOKE BROOK(S),False,51.5189162,-2.564303125,5.272,False,2025-11-13T23:09:45+00:00,2025-11-13T23:12:06+00:00,0.04
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-11-13T23:11:38+00:00,2025-11-13T23:13:08+00:00,0.03
WXW00161,BOX MILL LANE STORM TANK,BY BROOK (S),False,51.41829002,-2.255413929,12.175,True,2025-11-13T23:12:00+00:00,2025-11-14T00:02:00+00:00,0.83
WXW00992,SHOSCOMBE STORM TANK,WELLOW BROOK,False,51.301368,-2.407989644,11.323,True,2025-11-13T23:12:00+00:00,2025-11-13T23:13:00+00:00,0.02
WXW00421,PUCKLECHURCH FELTHAM ROAD,TRIBUTARY OF FELTHAM BROOK,False,51.48620132,-2.429108781,5.372,True,2025-11-13T23:14:00+00:00,2025-11-14T02:16:00+00:00,3.03
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-11-13T23:14:01+00:00,2025-11-13T23:15:46+00:00,0.03
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-11-13T23:14:57+00:00,2025-11-13T23:16:16+00:00,0.02
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-11-13T23:18:35+00:00,2025-11-13T23:21:21+00:00,0.05
WXW01067,FILTON STOKE BROOK,STOKE BROOK(S),False,51.5189162,-2.564303125,5.272,False,2025-11-13T23:20:16+00:00,2025-11-13T23:22:21+00:00,0.03
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-11-13T23:23:27+00:00,2025-11-13T23:26:05+00:00,0.04
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-11-13T23:24:35+00:00,2025-11-13T23:26:22+00:00,0.03
WXW00225,CAM VALLEY DUNKERTON INLET,CAM BROOK(S),False,51.32846272,-2.43008923,9.223,True,2025-11-13T23:27:00+00:00,2025-11-13T23:28:00+00:00,0.02
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-11-13T23:28:42+00:00,2025-11-13T23:29:38+00:00,0.02
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-11-13T23:32:52+00:00,2025-11-13T23:33:54+00:00,0.02
WXW00473,PAULTON GOOSARD BRIDGE,CAM BROOK,False,51.31761679,-2.496425315,8.946,True,2025-11-13T23:34:00+00:00,2025-11-13T23:36:00+00:00,0.03
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-11-13T23:36:19+00:00,2025-11-13T23:38:04+00:00,0.03
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-11-13T23:36:32+00:00,2025-11-13T23:37:29+00:00,0.02
WXW00473,PAULTON GOOSARD BRIDGE,CAM BROOK,False,51.31761679,-2.496425315,8.946,True,2025-11-13T23:38:00+00:00,2025-11-13T23:40:00+00:00,0.03
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-11-13T23:41:39+00:00,2025-11-13T23:42:33+00:00,0.01
WXW00473,PAULTON GOOSARD BRIDGE,CAM BROOK,False,51.31761679,-2.496425315,8.946,True,2025-11-13T23:42:00+00:00,2025-11-13T23:44:00+00:00,0.03
WXW00812,NORTON ST PHILIP STORM TANK,TRIBUTARY OF NORTON BROOK(S),False,51.3032825,-2.334489271,13.051,True,2025-11-13T23:43:00+00:00,2025-11-14T02:00:00+00:00,2.28
WXW01067,FILTON STOKE BROOK,STOKE BROOK(S),False,51.5189162,-2.564303125,5.272,False,2025-11-13T23:43:37+00:00,2025-11-13T23:45:25+00:00,0.03
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-11-13T23:45:17+00:00,2025-11-13T23:47:52+00:00,0.04
WXW00473,PAULTON GOOSARD BRIDGE,CAM BROOK,False,51.31761679,-2.496425315,8.946,True,2025-11-13T23:46:00+00:00,2025-11-13T23:48:00+00:00,0.03
WXW00225,CAM VALLEY DUNKERTON INLET,CAM BROOK(S),False,51.32846272,-2.43008923,9.223,True,2025-11-13T23:48:00+00:00,2025-11-13T23:49:00+00:00,0.02
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-11-13T23:49:37+00:00,2025-11-13T23:51:19+00:00,0.03
WXW00473,PAULTON GOOSARD BRIDGE,CAM BROOK,False,51.31761679,-2.496425315,8.946,True,2025-11-13T23:52:00+00:00,2025-11-13T23:54:00+00:00,0.03
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-11-13T23:52:27+00:00,2025-11-13T23:55:40+00:00,0.05
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-11-14T00:00:08+00:00,2025-11-14T00:00:57+00:00,0.01
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-11-14T00:03:59+00:00,2025-11-14T00:05:42+00:00,0.03
WXW00305,FRAMPTON COTTERELL CLYDE RD BRICKENHILL PARSONAGE BRIDGE,RIVER FROME,False,51.53298093,-2.48117561,6.511,True,2025-11-14T00:04:00+00:00,2025-11-14T00:08:00+00:00,0.07
WXW00426,BRISTOL FILTON AVENUE OUTSIDE NO 230,HORFIELD BROOK VIA SWS,False,51.49246722,-2.576277729,3.742,False,2025-11-14T00:06:00+00:00,2025-11-14T00:28:00+00:00,0.37
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-11-14T00:06:18+00:00,2025-11-14T00:07:10+00:00,0.01
WXW00305,FRAMPTON COTTERELL CLYDE RD BRICKENHILL PARSONAGE BRIDGE,RIVER FROME,False,51.53298093,-2.48117561,6.511,True,2025-11-14T00:10:00+00:00,2025-11-14T00:22:00+00:00,0.2
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-11-14T00:12:59+00:00,2025-11-14T00:13:50+00:00,0.01
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-11-14T00:19:50+00:00,2025-11-14T00:20:38+00:00,0.01
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-11-14T00:19:52+00:00,2025-11-14T00:21:42+00:00,0.03
WXW00449,FRESHFORD STORM TANK,BRISTOL AVON,False,51.34368908,-2.302622647,12.209,True,2025-11-14T00:24:00+00:00,2025-11-14T00:25:00+00:00,0.02
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-11-14T00:27:16+00:00,2025-11-14T00:31:49+00:00,0.08
WXW00426,BRISTOL FILTON AVENUE OUTSIDE NO 230,HORFIELD BROOK VIA SWS,False,51.49246722,-2.576277729,3.742,False,2025-11-14T00:30:00+00:00,2025-11-14T00:34:00+00:00,0.07
WXW00449,FRESHFORD STORM TANK,BRISTOL AVON,False,51.34368908,-2.302622647,12.209,True,2025-11-14T00:31:00+00:00,2025-11-14T00:32:00+00:00,0.02
WXW00426,BRISTOL FILTON AVENUE OUTSIDE NO 230,HORFIELD BROOK VIA SWS,False,51.49246722,-2.576277729,3.742,False,2025-11-14T00:38:00+00:00,2025-11-14T00:40:00+00:00,0.03
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-11-14T00:38:49+00:00,2025-11-14T00:40:29+00:00,0.03
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-11-14T00:39:38+00:00,2025-11-14T00:45:23+00:00,0.1
WXW00393,EAST HARPTREE STORM TANK,TRIB OF RIVER CHEW,False,51.30478293,-2.614449884,10.27,False,2025-11-14T00:40:00+00:00,2025-11-14T00:41:00+00:00,0.02
WXW00426,BRISTOL FILTON AVENUE OUTSIDE NO 230,HORFIELD BROOK VIA SWS,False,51.49246722,-2.576277729,3.742,False,2025-11-14T00:44:00+00:00,2025-11-14T00:46:00+00:00,0.03
WXW00426,BRISTOL FILTON AVENUE OUTSIDE NO 230,HORFIELD BROOK VIA SWS,False,51.49246722,-2.576277729,3.742,False,2025-11-14T00:50:00+00:00,2025-11-14T00:52:00+00:00,0.03
WXW00426,BRISTOL FILTON AVENUE OUTSIDE NO 230,HORFIELD BROOK VIA SWS,False,51.49246722,-2.576277729,3.742,False,2025-11-14T00:56:00+00:00,2025-11-14T01:00:00+00:00,0.07
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-11-14T00:56:08+00:00,2025-11-14T00:56:54+00:00,0.01
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-11-14T00:58:39+00:00,2025-11-14T01:00:19+00:00,0.03
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-11-14T01:11:34+00:00,2025-11-14T01:12:18+00:00,0.01
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-11-14T01:21:10+00:00,2025-11-14T01:22:50+00:00,0.03
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-11-14T01:33:50+00:00,2025-11-14T01:44:18+00:00,0.17
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-11-14T01:47:05+00:00,2025-11-14T01:56:42+00:00,0.16
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-11-14T01:47:21+00:00,2025-11-14T01:49:04+00:00,0.03
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-11-14T01:59:42+00:00,2025-11-14T02:07:48+00:00,0.14
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-11-14T02:10:54+00:00,2025-11-14T02:18:04+00:00,0.12
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-11-14T02:19:34+00:00,2025-11-14T02:21:17+00:00,0.03
WXW00421,PUCKLECHURCH FELTHAM ROAD,TRIBUTARY OF FELTHAM BROOK,False,51.48620132,-2.429108781,5.372,True,2025-11-14T02:20:00+00:00,2025-11-14T02:22:00+00:00,0.03
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-11-14T02:21:20+00:00,2025-11-14T02:27:57+00:00,0.11
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-11-14T02:31:23+00:00,2025-11-14T02:37:44+00:00,0.11
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-11-14T02:41:18+00:00,2025-11-14T02:47:07+00:00,0.1
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-11-14T02:50:50+00:00,2025-11-14T02:56:30+00:00,0.09
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-11-14T03:00:22+00:00,2025-11-14T03:05:42+00:00,0.09
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-11-14T03:01:47+00:00,2025-11-14T03:03:27+00:00,0.03
WXW00138,BRISTOL BISHOP ROAD / 214 GLOUCESTER ROAD,RIVER AVON VIA SWS (ESTUARINE),False,51.47909136,-2.589961973,3.351,False,2025-11-14T03:06:00+00:00,2025-11-14T03:10:00+00:00,0.07
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-11-14T03:09:42+00:00,2025-11-14T03:14:55+00:00,0.09
WXW01253,WICK MANOR ROAD STORM TANK,RIVER BOYD,False,51.44525351,-2.443430761,3.935,True,2025-11-14T03:12:00+00:00,2025-11-14T03:14:00+00:00,0.03
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-11-14T03:18:58+00:00,2025-11-14T03:23:59+00:00,0.08
WXW00278,CHIPPENHAM BLACKWELL HAMS STORM TANK,RIVER AVON,True,51.44060048,-2.119156633,17.903,True,2025-11-14T03:24:00+00:00,2025-11-14T03:44:00+00:00,0.33
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-11-14T03:28:14+00:00,2025-11-14T03:33:07+00:00,0.08
WXW01253,WICK MANOR ROAD STORM TANK,RIVER BOYD,False,51.44525351,-2.443430761,3.935,True,2025-11-14T03:36:00+00:00,2025-11-14T03:38:00+00:00,0.03
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-11-14T03:37:30+00:00,2025-11-14T03:42:12+00:00,0.08
WXW00278,CHIPPENHAM BLACKWELL HAMS STORM TANK,RIVER AVON,True,51.44060048,-2.119156633,17.903,True,2025-11-14T03:46:00+00:00,2025-11-14T03:52:00+00:00,0.1
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-11-14T03:46:47+00:00,2025-11-14T03:51:18+00:00,0.08
WXW00278,CHIPPENHAM BLACKWELL HAMS STORM TANK,RIVER AVON,True,51.44060048,-2.119156633,17.903,True,2025-11-14T03:54:00+00:00,2025-11-14T03:56:00+00:00,0.03
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-11-14T03:56:02+00:00,2025-11-14T04:00:29+00:00,0.07
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-11-14T04:05:20+00:00,2025-11-14T04:09:40+00:00,0.07
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-11-14T04:07:22+00:00,2025-11-14T04:09:02+00:00,0.03
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-11-14T04:14:45+00:00,2025-11-14T04:19:02+00:00,0.07
WXW00766,BRISTOL MULLER ROAD R/O HORFIELD UNITED REFORM CHURCH,HORFIELD BROOK (S),False,51.48449773,-2.578668768,3.326,False,2025-11-14T04:22:00+00:00,2025-11-15T11:05:00+00:00,30.72
WXW00160,BOWERHILL SHAILS LANE STORM TANK,BERRYFIELD STREAM(S),False,51.35973275,-2.139441862,18.029,True,2025-11-14T04:24:00+00:00,2025-11-14T04:38:00+00:00,0.23
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-11-14T04:24:12+00:00,2025-11-14T04:28:25+00:00,0.07
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-11-14T04:33:44+00:00,2025-11-14T04:37:52+00:00,0.07
WXW01288,BRISTOL WORDSWORTH ROAD ATTENUATION TANK,THE HORFIELD BROOK,False,51.4895722,-2.572539575,3.49,False,2025-11-14T04:36:00+00:00,2025-11-14T05:40:00+00:00,1.07
WXW00426,BRISTOL FILTON AVENUE OUTSIDE NO 230,HORFIELD BROOK VIA SWS,False,51.49246722,-2.576277729,3.742,False,2025-11-14T04:40:00+00:00,2025-11-14T04:42:00+00:00,0.03
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-11-14T04:43:19+00:00,2025-11-14T04:47:22+00:00,0.07
WXW00393,EAST HARPTREE STORM TANK,TRIB OF RIVER CHEW,False,51.30478293,-2.614449884,10.27,False,2025-11-14T04:46:00+00:00,2025-11-14T05:12:00+00:00,0.43
WXW00426,BRISTOL FILTON AVENUE OUTSIDE NO 230,HORFIELD BROOK VIA SWS,False,51.49246722,-2.576277729,3.742,False,2025-11-14T04:46:00+00:00,2025-11-14T04:48:00+00:00,0.03
WXW00426,BRISTOL FILTON AVENUE OUTSIDE NO 230,HORFIELD BROOK VIA SWS,False,51.49246722,-2.576277729,3.742,False,2025-11-14T04:50:00+00:00,2025-11-14T04:52:00+00:00,0.03
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-11-14T04:53:05+00:00,2025-11-14T04:57:04+00:00,0.07
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-11-14T05:02:50+00:00,2025-11-14T05:06:50+00:00,0.07
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-11-14T05:12:15+00:00,2025-11-14T05:13:55+00:00,0.03
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-11-14T05:12:25+00:00,2025-11-14T05:16:33+00:00,0.07
WXW00426,BRISTOL FILTON AVENUE OUTSIDE NO 230,HORFIELD BROOK VIA SWS,False,51.49246722,-2.576277729,3.742,False,2025-11-14T05:14:00+00:00,2025-11-14T05:16:00+00:00,0.03
WXW01253,WICK MANOR ROAD STORM TANK,RIVER BOYD,False,51.44525351,-2.443430761,3.935,True,2025-11-14T05:16:00+00:00,2025-11-16T00:24:00+00:00,43.13
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-11-14T05:21:48+00:00,2025-11-14T05:26:07+00:00,0.07
WXW00426,BRISTOL FILTON AVENUE OUTSIDE NO 230,HORFIELD BROOK VIA SWS,False,51.49246722,-2.576277729,3.742,False,2025-11-14T05:22:00+00:00,2025-11-14T05:24:00+00:00,0.03
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-11-14T05:31:05+00:00,2025-11-14T05:35:41+00:00,0.08
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-11-14T05:40:06+00:00,2025-11-14T05:45:07+00:00,0.08
WXW00393,EAST HARPTREE STORM TANK,TRIB OF RIVER CHEW,False,51.30478293,-2.614449884,10.27,False,2025-11-14T05:44:00+00:00,2025-11-18T00:14:00+00:00,90.5
WXW00184,CHIPPENHAM BRISTOL ROAD,HARDENHUISH BROOK,False,51.46403164,-2.128876778,17.528,True,2025-11-14T05:44:00+00:00,2025-11-14T05:48:00+00:00,0.07
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-11-14T05:49:09+00:00,2025-11-14T05:54:42+00:00,0.09
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-11-14T05:58:33+00:00,2025-11-14T06:04:04+00:00,0.09
WXW00160,BOWERHILL SHAILS LANE STORM TANK,BERRYFIELD STREAM(S),False,51.35973275,-2.139441862,18.029,True,2025-11-14T06:00:00+00:00,2025-11-15T22:46:00+00:00,40.77
WXW00184,CHIPPENHAM BRISTOL ROAD,HARDENHUISH BROOK,False,51.46403164,-2.128876778,17.528,True,2025-11-14T06:04:00+00:00,2025-11-14T06:08:00+00:00,0.07
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-11-14T06:08:00+00:00,2025-11-14T06:13:19+00:00,0.09
WXW00184,CHIPPENHAM BRISTOL ROAD,HARDENHUISH BROOK,False,51.46403164,-2.128876778,17.528,True,2025-11-14T06:12:00+00:00,2025-11-14T06:14:00+00:00,0.03
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-11-14T06:12:57+00:00,2025-11-14T06:14:40+00:00,0.03
WXW00278,CHIPPENHAM BLACKWELL HAMS STORM TANK,RIVER AVON,True,51.44060048,-2.119156633,17.903,True,2025-11-14T06:16:00+00:00,2025-11-17T01:16:00+00:00,67.0
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-11-14T06:17:25+00:00,2025-11-14T06:22:26+00:00,0.08
WXW00184,CHIPPENHAM BRISTOL ROAD,HARDENHUISH BROOK,False,51.46403164,-2.128876778,17.528,True,2025-11-14T06:20:00+00:00,2025-11-14T06:22:00+00:00,0.03
WXW00964,MELKSHAM BATH ROAD OFF ROAD F/O SCOUT HALL,CLACKERS BROOK,False,51.37611703,-2.138500273,17.728,True,2025-11-14T06:22:00+00:00,2025-11-16T23:18:00+00:00,64.93
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-11-14T06:26:44+00:00,2025-11-14T06:31:42+00:00,0.08
WXW00184,CHIPPENHAM BRISTOL ROAD,HARDENHUISH BROOK,False,51.46403164,-2.128876778,17.528,True,2025-11-14T06:28:00+00:00,2025-11-14T06:30:00+00:00,0.03
WXW00786,IRON ACTON HOOVERS LANE,(S) RIVER FROME,False,51.54688888,-2.477298739,7.471,True,2025-11-14T06:36:06+00:00,2025-11-14T06:40:54+00:00,0.08
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-11-14T06:37:38+00:00,2025-11-14T06:39:18+00:00,0.03
