site_id,site_name,receiving_watercourse,in_conham_filter,outfall_lat,outfall_lon,distance_miles,upstream,event_start,event_end,duration_hours
WXW00894,PUCKLECHURCH STORM TANK,FELTHAM BROOK,False,51.47970742,-2.417167718,5.608,True,2025-11-24T11:46:00+00:00,2025-11-24T11:48:00+00:00,0.03
WXW00894,PUCKLECHURCH STORM TANK,FELTHAM BROOK,False,51.47970742,-2.417167718,5.608,True,2025-11-24T11:49:00+00:00,2025-11-24T11:50:00+00:00,0.02
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-11-24T11:49:11+00:00,2025-11-24T11:50:04+00:00,0.01
WXW00894,PUCKLECHURCH STORM TANK,FELTHAM BROOK,False,51.47970742,-2.417167718,5.608,True,2025-11-24T11:52:00+00:00,2025-11-24T11:53:00+00:00,0.02
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-11-24T11:53:29+00:00,2025-11-24T11:55:15+00:00,0.03
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-11-24T11:53:40+00:00,2025-11-24T11:54:35+00:00,0.02
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-11-24T11:58:50+00:00,2025-11-24T11:59:39+00:00,0.01
WXW00894,PUCKLECHURCH STORM TANK,FELTHAM BROOK,False,51.47970742,-2.417167718,5.608,True,2025-11-24T12:01:00+00:00,2025-11-24T12:02:00+00:00,0.02
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-11-24T12:03:28+00:00,2025-11-24T12:04:20+00:00,0.01
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-11-24T12:03:42+00:00,2025-11-24T12:05:27+00:00,0.03
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-11-24T12:09:13+00:00,2025-11-24T12:10:05+00:00,0.01
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-11-24T12:14:13+00:00,2025-11-24T12:15:55+00:00,0.03
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-11-24T12:14:29+00:00,2025-11-24T12:15:24+00:00,0.02
WXW00282,WINGFIELD CHURCH LANE,TRIB OF LAM BROOK STREAM,False,51.30999901,-2.252100711,15.346,True,2025-11-24T12:18:00+00:00,2025-11-24T12:22:00+00:00,0.07
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-11-24T12:20:59+00:00,2025-11-24T12:21:52+00:00,0.01
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-11-24T12:25:19+00:00,2025-11-24T12:27:02+00:00,0.03
WXW00568,HULLAVINGTON STORM TANK,GAUZE BROOK (S),False,51.54422873,-2.151007824,17.881,True,2025-11-24T12:26:00+00:00,2025-11-24T12:28:00+00:00,0.03
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-11-24T12:27:00+00:00,2025-11-24T12:27:48+00:00,0.01
WXW00282,WINGFIELD CHURCH LANE,TRIB OF LAM BROOK STREAM,False,51.30999901,-2.252100711,15.346,True,2025-11-24T12:28:00+00:00,2025-11-24T12:30:00+00:00,0.03
WXW00568,HULLAVINGTON STORM TANK,GAUZE BROOK (S),False,51.54422873,-2.151007824,17.881,True,2025-11-24T12:30:00+00:00,2025-11-24T12:34:00+00:00,0.07
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-11-24T12:33:29+00:00,2025-11-24T12:34:21+00:00,0.01
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-11-24T12:36:57+00:00,2025-11-24T12:38:39+00:00,0.03
WXW00568,HULLAVINGTON STORM TANK,GAUZE BROOK (S),False,51.54422873,-2.151007824,17.881,True,2025-11-24T12:40:00+00:00,2025-11-24T12:42:00+00:00,0.03
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-11-24T12:40:03+00:00,2025-11-24T12:40:57+00:00,0.01
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-11-24T12:46:17+00:00,2025-11-24T12:47:04+00:00,0.01
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-11-24T12:49:17+00:00,2025-11-24T12:51:00+00:00,0.03
WXW00568,HULLAVINGTON STORM TANK,GAUZE BROOK (S),False,51.54422873,-2.151007824,17.881,True,2025-11-24T12:52:00+00:00,2025-11-24T12:56:00+00:00,0.07
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-11-24T12:53:26+00:00,2025-11-24T12:54:16+00:00,0.01
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-11-24T13:01:21+00:00,2025-11-24T13:02:09+00:00,0.01
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-11-24T13:02:03+00:00,2025-11-24T13:03:46+00:00,0.03
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-11-24T13:09:08+00:00,2025-11-24T13:09:54+00:00,0.01
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-11-24T13:15:18+00:00,2025-11-24T13:17:01+00:00,0.03
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-11-24T13:16:00+00:00,2025-11-24T13:16:48+00:00,0.01
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-11-24T13:25:42+00:00,2025-11-24T13:26:25+00:00,0.01
WXW00568,HULLAVINGTON STORM TANK,GAUZE BROOK (S),False,51.54422873,-2.151007824,17.881,True,2025-11-24T13:28:00+00:00,2025-11-24T14:00:00+00:00,0.53
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-11-24T13:29:43+00:00,2025-11-24T13:31:23+00:00,0.03
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-11-24T13:37:36+00:00,2025-11-24T13:38:19+00:00,0.01
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-11-24T13:44:49+00:00,2025-11-24T13:46:32+00:00,0.03
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-11-24T13:50:18+00:00,2025-11-24T13:51:04+00:00,0.01
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-11-24T14:00:44+00:00,2025-11-24T14:02:24+00:00,0.03
WXW00568,HULLAVINGTON STORM TANK,GAUZE BROOK (S),False,51.54422873,-2.151007824,17.881,True,2025-11-24T14:02:00+00:00,2025-11-24T14:04:00+00:00,0.03
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-11-24T14:05:15+00:00,2025-11-24T14:05:59+00:00,0.01
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-11-24T14:16:39+00:00,2025-11-24T14:18:19+00:00,0.03
WXW00568,HULLAVINGTON STORM TANK,GAUZE BROOK (S),False,51.54422873,-2.151007824,17.881,True,2025-11-24T14:18:00+00:00,2025-11-24T14:22:00+00:00,0.07
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-11-24T14:25:23+00:00,2025-11-24T14:26:05+00:00,0.01
WXW00568,HULLAVINGTON STORM TANK,GAUZE BROOK (S),False,51.54422873,-2.151007824,17.881,True,2025-11-24T14:32:00+00:00,2025-11-24T14:36:00+00:00,0.07
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-11-24T14:34:44+00:00,2025-11-24T14:36:24+00:00,0.03
WXW01107,TEMPLE CLOUD BRIDGE,CAM BROOK,False,51.313951,-2.538497828,9.046,False,2025-11-24T14:45:41+00:00,2025-11-24T14:46:25+00:00,0.01
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-11-24T14:53:52+00:00,2025-11-24T14:55:32+00:00,0.03
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-11-24T15:13:27+00:00,2025-11-24T15:15:07+00:00,0.03
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-11-24T15:35:08+00:00,2025-11-24T15:36:51+00:00,0.03
WXW00393,EAST HARPTREE STORM TANK,TRIB OF RIVER CHEW,False,51.30478293,-2.614449884,10.27,False,2025-11-24T15:39:00+00:00,2025-11-26T00:25:00+00:00,32.77
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-11-24T15:58:12+00:00,2025-11-24T15:59:52+00:00,0.03
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-11-24T16:22:15+00:00,2025-11-24T16:23:55+00:00,0.03
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-11-24T16:48:48+00:00,2025-11-24T16:50:28+00:00,0.03
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-11-24T17:17:10+00:00,2025-11-24T17:18:50+00:00,0.03
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-11-24T17:47:45+00:00,2025-11-24T17:49:22+00:00,0.03
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-11-24T18:20:01+00:00,2025-11-24T18:21:41+00:00,0.03
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-11-24T18:58:21+00:00,2025-11-24T19:00:01+00:00,0.03
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-11-24T19:40:41+00:00,2025-11-24T19:42:18+00:00,0.03
WXW00135,BISHOP SUTTON ,A TRIBUTARY OF THE RIVER CHEW,False,51.33878337,-2.600275553,7.854,False,2025-11-24T20:33:52+00:00,2025-11-24T20:35:32+00:00,0.03
WXW00318,COMPTON DANDO TURNBRIDGE,RIVER CHEW(S),False,51.37996197,-2.508091618,4.629,True,2025-11-24T20:46:00+00:00,2025-11-24T21:24:00+00:00,0.63
WXW00318,COMPTON DANDO TURNBRIDGE,RIVER CHEW(S),False,51.37996197,-2.508091618,4.629,True,2025-11-24T21:26:00+00:00,2025-11-24T21:56:00+00:00,0.5
WXW00318,COMPTON DANDO TURNBRIDGE,RIVER CHEW(S),False,51.37996197,-2.508091618,4.629,True,2025-11-24T21:58:00+00:00,2025-11-24T22:12:00+00:00,0.23
WXW00318,COMPTON DANDO TURNBRIDGE,RIVER CHEW(S),False,51.37996197,-2.508091618,4.629,True,2025-11-24T22:14:00+00:00,2025-11-24T22:36:00+00:00,0.37
WXW00848,PAULTON STORM TANK,CAM BROOK,False,51.31577855,-2.495214526,9.081,True,2025-11-25T00:54:00+00:00,2025-11-25T01:00:00+00:00,0.1
WXW00848,PAULTON STORM TANK,CAM BROOK,False,51.31577855,-2.495214526,9.081,True,2025-11-25T01:06:00+00:00,2025-11-25T01:08:00+00:00,0.03
WXW00848,PAULTON STORM TANK,CAM BROOK,False,51.31577855,-2.495214526,9.081,True,2025-11-25T01:10:00+00:00,2025-11-25T01:12:00+00:00,0.03
WXW00848,PAULTON STORM TANK,CAM BROOK,False,51.31577855,-2.495214526,9.081,True,2025-11-25T01:14:00+00:00,2025-11-25T01:16:00+00:00,0.03
WXW00848,PAULTON STORM TANK,CAM BROOK,False,51.31577855,-2.495214526,9.081,True,2025-11-25T01:18:00+00:00,2025-11-25T01:22:00+00:00,0.07
WXW00848,PAULTON STORM TANK,CAM BROOK,False,51.31577855,-2.495214526,9.081,True,2025-11-25T01:24:00+00:00,2025-11-25T01:26:00+00:00,0.03
WXW00848,PAULTON STORM TANK,CAM BROOK,False,51.31577855,-2.495214526,9.081,True,2025-11-25T01:28:00+00:00,2025-11-25T01:30:00+00:00,0.03
WXW00848,PAULTON STORM TANK,CAM BROOK,False,51.31577855,-2.495214526,9.081,True,2025-11-25T01:32:00+00:00,2025-11-25T01:34:00+00:00,0.03
WXW00848,PAULTON STORM TANK,CAM BROOK,False,51.31577855,-2.495214526,9.081,True,2025-11-25T01:36:00+00:00,2025-11-25T01:38:00+00:00,0.03
WXW00848,PAULTON STORM TANK,CAM BROOK,False,51.31577855,-2.495214526,9.081,True,2025-11-25T01:42:00+00:00,2025-11-25T01:44:00+00:00,0.03
WXW00848,PAULTON STORM TANK,CAM BROOK,False,51.31577855,-2.495214526,9.081,True,2025-11-25T01:46:00+00:00,2025-11-25T01:50:00+00:00,0.07
WXW00848,PAULTON STORM TANK,CAM BROOK,False,51.31577855,-2.495214526,9.081,True,2025-11-25T01:54:00+00:00,2025-11-25T01:56:00+00:00,0.03
WXW00848,PAULTON STORM TANK,CAM BROOK,False,51.31577855,-2.495214526,9.081,True,2025-11-25T02:02:00+00:00,2025-11-25T02:06:00+00:00,0.07
WXW00848,PAULTON STORM TANK,CAM BROOK,False,51.31577855,-2.495214526,9.081,True,2025-11-25T02:08:00+00:00,2025-11-25T02:10:00+00:00,0.03
WXW00848,PAULTON STORM TANK,CAM BROOK,False,51.31577855,-2.495214526,9.081,True,2025-11-25T02:12:00+00:00,2025-11-25T02:14:00+00:00,0.03
WXW00848,PAULTON STORM TANK,CAM BROOK,False,51.31577855,-2.495214526,9.081,True,2025-11-25T02:30:00+00:00,2025-11-25T02:34:00+00:00,0.07
WXW00848,PAULTON STORM TANK,CAM BROOK,False,51.31577855,-2.495214526,9.081,True,2025-11-25T02:36:00+00:00,2025-11-25T02:42:00+00:00,0.1
WXW00848,PAULTON STORM TANK,CAM BROOK,False,51.31577855,-2.495214526,9.081,True,2025-11-25T02:44:00+00:00,2025-11-25T02:46:00+00:00,0.03
WXW00848,PAULTON STORM TANK,CAM BROOK,False,51.31577855,-2.495214526,9.081,True,2025-11-25T02:52:00+00:00,2025-11-25T02:54:00+00:00,0.03
WXW00848,PAULTON STORM TANK,CAM BROOK,False,51.31577855,-2.495214526,9.081,True,2025-11-25T02:56:00+00:00,2025-11-25T02:58:00+00:00,0.03
WXW00848,PAULTON STORM TANK,CAM BROOK,False,51.31577855,-2.495214526,9.081,True,2025-11-25T03:02:00+00:00,2025-11-25T03:04:00+00:00,0.03
WXW00848,PAULTON STORM TANK,CAM BROOK,False,51.31577855,-2.495214526,9.081,True,2025-11-25T03:12:00+00:00,2025-11-25T03:14:00+00:00,0.03
WXW00848,PAULTON STORM TANK,CAM BROOK,False,51.31577855,-2.495214526,9.081,True,2025-11-25T03:28:00+00:00,2025-11-25T03:30:00+00:00,0.03
WXW00848,PAULTON STORM TANK,CAM BROOK,False,51.31577855,-2.495214526,9.081,True,2025-11-25T03:36:00+00:00,2025-11-25T03:38:00+00:00,0.03
WXW00848,PAULTON STORM TANK,CAM BROOK,False,51.31577855,-2.495214526,9.081,True,2025-11-25T03:46:00+00:00,2025-11-25T03:48:00+00:00,0.03
WXW00848,PAULTON STORM TANK,CAM BROOK,False,51.31577855,-2.495214526,9.081,True,2025-11-25T03:54:00+00:00,2025-11-25T03:56:00+00:00,0.03
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,True,51.35576722,-2.61796089,7.123,False,2025-11-25T13:02:00+00:00,2025-11-25T13:04:00+00:00,0.03
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,True,51.35576722,-2.61796089,7.123,False,2025-11-25T13:08:00+00:00,2025-11-25T13:10:00+00:00,0.03
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,True,51.35576722,-2.61796089,7.123,False,2025-11-25T13:14:00+00:00,2025-11-25T13:16:00+00:00,0.03
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,True,51.35576722,-2.61796089,7.123,False,2025-11-25T13:30:00+00:00,2025-11-25T13:32:00+00:00,0.03
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,True,51.35576722,-2.61796089,7.123,False,2025-11-25T14:44:00+00:00,2025-11-25T14:52:00+00:00,0.13
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,True,51.35576722,-2.61796089,7.123,False,2025-11-25T15:02:00+00:00,2025-11-25T15:04:00+00:00,0.03
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,True,51.35576722,-2.61796089,7.123,False,2025-11-25T15:14:00+00:00,2025-11-25T15:32:00+00:00,0.3
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,True,51.35576722,-2.61796089,7.123,False,2025-11-25T15:36:00+00:00,2025-11-25T15:38:00+00:00,0.03
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,True,51.35576722,-2.61796089,7.123,False,2025-11-25T15:52:00+00:00,2025-11-25T16:12:00+00:00,0.33
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,True,51.35576722,-2.61796089,7.123,False,2025-11-25T16:26:00+00:00,2025-11-25T17:02:00+00:00,0.6
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,True,51.35576722,-2.61796089,7.123,False,2025-11-25T17:10:00+00:00,2025-11-25T17:44:00+00:00,0.57
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,True,51.35576722,-2.61796089,7.123,False,2025-11-25T17:48:00+00:00,2025-11-25T20:48:00+00:00,3.0
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,True,51.35576722,-2.61796089,7.123,False,2025-11-25T20:50:00+00:00,2025-11-25T23:14:00+00:00,2.4
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,True,51.35576722,-2.61796089,7.123,False,2025-11-25T23:16:00+00:00,2025-11-26T00:12:00+00:00,0.93
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,True,51.35576722,-2.61796089,7.123,False,2025-11-26T00:22:00+00:00,2025-11-26T00:38:00+00:00,0.27
WXW00393,EAST HARPTREE STORM TANK,TRIB OF RIVER CHEW,False,51.30478293,-2.614449884,10.27,False,2025-11-26T00:30:00+00:00,2025-11-26T00:31:00+00:00,0.02
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,True,51.35576722,-2.61796089,7.123,False,2025-11-26T00:40:00+00:00,2025-11-26T00:42:00+00:00,0.03
WXW00393,EAST HARPTREE STORM TANK,TRIB OF RIVER CHEW,False,51.30478293,-2.614449884,10.27,False,2025-11-26T00:40:00+00:00,2025-11-26T00:47:00+00:00,0.12
WXW00393,EAST HARPTREE STORM TANK,TRIB OF RIVER CHEW,False,51.30478293,-2.614449884,10.27,False,2025-11-26T00:48:00+00:00,2025-11-26T00:54:00+00:00,0.1
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,True,51.35576722,-2.61796089,7.123,False,2025-11-26T00:52:00+00:00,2025-11-26T02:08:00+00:00,1.27
WXW00393,EAST HARPTREE STORM TANK,TRIB OF RIVER CHEW,False,51.30478293,-2.614449884,10.27,False,2025-11-26T00:55:00+00:00,2025-11-26T01:03:00+00:00,0.13
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,True,51.35576722,-2.61796089,7.123,False,2025-11-26T02:16:00+00:00,2025-11-26T02:36:00+00:00,0.33
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,True,51.35576722,-2.61796089,7.123,False,2025-11-26T02:40:00+00:00,2025-11-26T03:06:00+00:00,0.43
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,True,51.35576722,-2.61796089,7.123,False,2025-11-26T03:12:00+00:00,2025-11-26T03:32:00+00:00,0.33
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,True,51.35576722,-2.61796089,7.123,False,2025-11-26T03:34:00+00:00,2025-11-26T03:38:00+00:00,0.07
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,True,51.35576722,-2.61796089,7.123,False,2025-11-26T03:42:00+00:00,2025-11-26T03:58:00+00:00,0.27
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,True,51.35576722,-2.61796089,7.123,False,2025-11-26T04:08:00+00:00,2025-11-26T04:26:00+00:00,0.3
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,True,51.35576722,-2.61796089,7.123,False,2025-11-26T04:32:00+00:00,2025-11-26T04:34:00+00:00,0.03
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,True,51.35576722,-2.61796089,7.123,False,2025-11-26T04:36:00+00:00,2025-11-26T04:54:00+00:00,0.3
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,True,51.35576722,-2.61796089,7.123,False,2025-11-26T04:58:00+00:00,2025-11-26T05:02:00+00:00,0.07
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,True,51.35576722,-2.61796089,7.123,False,2025-11-26T05:04:00+00:00,2025-11-26T05:18:00+00:00,0.23
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,True,51.35576722,-2.61796089,7.123,False,2025-11-26T05:36:00+00:00,2025-11-26T05:50:00+00:00,0.23
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,True,51.35576722,-2.61796089,7.123,False,2025-11-26T06:00:00+00:00,2025-11-26T06:12:00+00:00,0.2
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,True,51.35576722,-2.61796089,7.123,False,2025-11-26T06:14:00+00:00,2025-11-26T06:16:00+00:00,0.03
WXW00393,EAST HARPTREE STORM TANK,TRIB OF RIVER CHEW,False,51.30478293,-2.614449884,10.27,False,2025-11-26T06:22:00+00:00,2025-11-26T06:23:00+00:00,0.02
WXW00393,EAST HARPTREE STORM TANK,TRIB OF RIVER CHEW,False,51.30478293,-2.614449884,10.27,False,2025-11-26T06:25:00+00:00,2025-11-26T06:27:00+00:00,0.03
WXW00393,EAST HARPTREE STORM TANK,TRIB OF RIVER CHEW,False,51.30478293,-2.614449884,10.27,False,2025-11-26T06:28:00+00:00,2025-11-26T06:29:00+00:00,0.02
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,True,51.35576722,-2.61796089,7.123,False,2025-11-26T06:30:00+00:00,2025-11-26T06:48:00+00:00,0.3
WXW00393,EAST HARPTREE STORM TANK,TRIB OF RIVER CHEW,False,51.30478293,-2.614449884,10.27,False,2025-11-26T06:30:00+00:00,2025-11-26T06:31:00+00:00,0.02
WXW00393,EAST HARPTREE STORM TANK,TRIB OF RIVER CHEW,False,51.30478293,-2.614449884,10.27,False,2025-11-26T06:32:00+00:00,2025-11-26T06:34:00+00:00,0.03
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,True,51.35576722,-2.61796089,7.123,False,2025-11-26T06:50:00+00:00,2025-11-26T06:52:00+00:00,0.03
WXW00735,BOX MILL LANE,BY BROOK,False,51.4185283,-2.253344413,12.26,True,2025-11-26T06:52:00+00:00,2025-11-26T08:19:00+00:00,1.45
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,True,51.35576722,-2.61796089,7.123,False,2025-11-26T06:54:00+00:00,2025-11-26T06:56:00+00:00,0.03
WXW00393,EAST HARPTREE STORM TANK,TRIB OF RIVER CHEW,False,51.30478293,-2.614449884,10.27,False,2025-11-26T06:54:00+00:00,2025-11-26T06:59:00+00:00,0.08
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,True,51.35576722,-2.61796089,7.123,False,2025-11-26T07:00:00+00:00,2025-11-26T07:26:00+00:00,0.43
WXW00393,EAST HARPTREE STORM TANK,TRIB OF RIVER CHEW,False,51.30478293,-2.614449884,10.27,False,2025-11-26T07:00:00+00:00,2025-11-26T10:19:00+00:00,3.32
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,True,51.35576722,-2.61796089,7.123,False,2025-11-26T07:32:00+00:00,2025-11-26T08:16:00+00:00,0.73
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,True,51.35576722,-2.61796089,7.123,False,2025-11-26T08:18:00+00:00,2025-11-26T13:42:00+00:00,5.4
WXW00393,EAST HARPTREE STORM TANK,TRIB OF RIVER CHEW,False,51.30478293,-2.614449884,10.27,False,2025-11-26T10:31:00+00:00,2025-11-26T15:08:00+00:00,4.62
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,True,51.35576722,-2.61796089,7.123,False,2025-11-26T13:44:00+00:00,2025-11-26T14:42:00+00:00,0.97
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,True,51.35576722,-2.61796089,7.123,False,2025-11-26T14:46:00+00:00,2025-11-26T15:08:00+00:00,0.37
WXW00393,EAST HARPTREE STORM TANK,TRIB OF RIVER CHEW,False,51.30478293,-2.614449884,10.27,False,2025-11-26T15:10:00+00:00,2025-11-26T15:14:00+00:00,0.07
WXW00265,CHEW STOKE WALLEY COURT ROAD STORM TANK,RIVER CHEW,True,51.35576722,-2.61796089,7.123,False,2025-11-26T15:14:00+00:00,2025-11-27T01:06:00+00:00,9.87
WXW00393,EAST HARPTREE STORM TANK,TRIB OF RIVER CHEW,False,51.30478293,-2.614449884,10.27,False,2025-11-26T15:15:00+00:00,2025-11-26T15:18:00+00:00,0.05
WXW00393,EAST HARPTREE STORM TANK,TRIB OF RIVER CHEW,False,51.30478293,-2.614449884,10.27,False,2025-11-26T15:19:00+00:00,2025-11-26T15:25:00+00:00,0.1
WXW00393,EAST HARPTREE STORM TANK,TRIB OF RIVER CHEW,False,51.30478293,-2.614449884,10.27,False,2025-11-26T15:29:00+00:00,2025-11-26T15:34:00+00:00,0.08
